456.52 0.0008843
456.75 0.00088311
456.98 0.00090468
457.2 0.00092565
457.43 0.00089175
457.66 0.00092147
457.88 0.00092495
458.11 0.00093638
458.34 0.00095647
458.57 0.00094522
458.79 0.00094562
459.02 0.00096943
459.25 0.00097742
459.47 0.00097217
459.7 0.00096594
459.93 0.00097585
460.15 0.00097264
460.38 0.00099109
460.61 0.0010126
460.83 0.0010036
461.06 0.0010296
461.29 0.0010345
461.52 0.0010704
461.74 0.0010645
461.97 0.0011037
462.2 0.0010977
462.42 0.0011005
462.65 0.0011218
462.88 0.0011307
463.1 0.001141
463.33 0.0011483
463.56 0.0011665
463.78 0.0011722
464.01 0.0011794
464.24 0.001193
464.47 0.0012125
464.69 0.0012025
464.92 0.0011895
465.15 0.0012082
465.37 0.0011786
465.6 0.001164
465.83 0.0011518
466.05 0.0011377
466.28 0.0011057
466.51 0.0010938
466.73 0.0010657
466.96 0.0010668
467.19 0.0010315
467.42 0.0010334
467.64 0.001001
467.87 0.00098959
468.1 0.00098339
468.32 0.00094945
468.55 0.00093644
468.78 0.00091804
469 0.00091764
469.23 0.00090618
469.46 0.0008903
469.68 0.00088238
469.91 0.00087945
470.14 0.00085597
470.36 0.00084964
470.59 0.00086643
470.82 0.00085236
471.05 0.00083407
471.27 0.00084844
471.5 0.00083924
471.73 0.0008408
471.95 0.0008475
472.18 0.00085282
472.41 0.00082749
472.63 0.00081842
472.86 0.00083505
473.09 0.00083241
473.31 0.00082732
473.54 0.0008208
473.77 0.00080686
474 0.00082028
474.22 0.0008278
474.45 0.00081264
474.68 0.0007976
474.9 0.00079263
475.13 0.0007862
475.36 0.00076842
475.58 0.00079216
475.81 0.00077695
476.04 0.00078779
476.26 0.00077016
476.49 0.00076859
476.72 0.00077158
476.95 0.00076892
477.17 0.00076986
477.4 0.00076671
477.63 0.0007612
477.85 0.00075818
478.08 0.00077588
478.31 0.00077271
478.53 0.00077698
478.76 0.00077992
478.99 0.00078641
479.21 0.00078321
479.44 0.0007915
479.67 0.0007905
479.9 0.00079285
480.12 0.00079956
480.35 0.00079697
480.58 0.00079593
480.8 0.00079339
481.03 0.00079468
481.26 0.00078811
481.48 0.00079058
481.71 0.00077896
481.94 0.00078445
482.16 0.00077502
482.39 0.00078376
482.62 0.0007786
482.85 0.00078853
483.07 0.00078746
483.3 0.00078235
483.53 0.00078756
483.75 0.00078729
483.98 0.00079273
484.21 0.00079656
484.43 0.00079837
484.66 0.00079697
484.89 0.00080332
485.11 0.00079593
485.34 0.00080859
485.57 0.00080136
485.79 0.00080338
486.02 0.0008108
486.25 0.00080801
486.48 0.00081074
486.7 0.00080794
486.93 0.0008074
487.16 0.00080379
487.38 0.00080263
487.61 0.00081196
487.84 0.00080514
488.06 0.00080338
488.29 0.00080673
488.52 0.00080919
488.74 0.00079946
488.97 0.00079746
489.2 0.00080215
489.43 0.000791
489.65 0.00079508
489.88 0.0007987
490.11 0.00079172
490.33 0.00078513
490.56 0.00078185
490.79 0.00078558
491.01 0.00078143
491.24 0.00077746
491.47 0.00077133
491.69 0.00076979
491.92 0.00076498
492.15 0.00076112
492.38 0.00076537
492.6 0.0007666
492.83 0.0007696
493.06 0.00076542
493.28 0.00076502
493.51 0.00076398
493.74 0.00075799
493.96 0.0007424
494.19 0.00075134
494.42 0.00074407
494.64 0.00074388
494.87 0.00074025
495.1 0.00074208
495.33 0.00074017
495.55 0.00074195
495.78 0.00074165
496.01 0.00074083
496.23 0.00073766
496.46 0.0007389
496.69 0.00073924
496.91 0.00073984
497.14 0.00074315
497.37 0.00074881
497.59 0.00075145
497.82 0.00075713
498.05 0.00076282
498.27 0.00076787
498.5 0.00076344
498.73 0.00077213
498.96 0.00077518
499.18 0.00078188
499.41 0.00077921
499.64 0.00077242
499.86 0.00077575
500.09 0.00077424
500.32 0.00077515
500.54 0.00077117
500.77 0.00077699
501 0.00077571
501.22 0.00077069
501.45 0.00076906
501.68 0.00077454
501.91 0.00077559
502.13 0.00077675
502.36 0.00078162
502.59 0.00078034
502.81 0.0007842
503.04 0.00078578
503.27 0.00078141
503.49 0.00077651
503.72 0.00077187
503.95 0.00077385
504.17 0.00077426
504.4 0.00077714
504.63 0.00077886
504.86 0.00078037
505.08 0.00077912
505.31 0.00078508
505.54 0.00078835
505.76 0.00078962
505.99 0.00079116
506.22 0.0007954
506.44 0.00079536
506.67 0.00079361
506.9 0.00079208
507.12 0.00079054
507.35 0.00078885
507.58 0.00078719
507.81 0.00078933
508.03 0.0007935
508.26 0.0007966
508.49 0.00079769
508.71 0.00079889
508.94 0.00079981
509.17 0.00080462
509.39 0.00080024
509.62 0.00079126
509.85 0.00078899
510.07 0.00078741
510.3 0.0007832
510.53 0.00078125
510.75 0.00077251
510.98 0.00076655
511.21 0.00076068
511.44 0.00075478
511.66 0.00074924
511.89 0.00074787
512.12 0.00073741
512.34 0.00074069
512.57 0.00073535
512.8 0.00073649
513.02 0.00073129
513.25 0.00072944
513.48 0.00072132
513.7 0.00072406
513.93 0.00071669
514.16 0.00071179
514.39 0.00070282
514.61 0.00070313
514.84 0.00069478
515.07 0.00068807
515.29 0.00068329
515.52 0.00067752
515.75 0.00068059
515.97 0.00067068
516.2 0.00067987
516.43 0.00067986
516.65 0.00068112
516.88 0.00067351
517.11 0.00067721
517.34 0.00067507
517.56 0.00066699
517.79 0.00066948
518.02 0.00066571
518.24 0.00066223
518.47 0.00065782
518.7 0.00064834
518.92 0.00064655
519.15 0.00063854
519.38 0.000636
519.6 0.00063481
519.83 0.00064052
520.06 0.000631
520.29 0.00064405
520.51 0.00064187
520.74 0.00064552
520.97 0.00064738
521.19 0.00065691
521.42 0.00066409
521.65 0.00066831
521.87 0.00067086
522.1 0.00068492
522.33 0.00070422
522.55 0.00073258
522.78 0.00074818
523.01 0.00077493
523.23 0.00080353
523.46 0.00082716
523.69 0.00086736
523.92 0.00088292
524.14 0.00092074
524.37 0.00094232
524.6 0.00096706
524.82 0.00097947
525.05 0.00099009
525.28 0.00098871
525.5 0.00097182
525.73 0.00095997
525.96 0.0009239
526.18 0.00090036
526.41 0.00086885
526.64 0.00085264
526.87 0.00083019
527.09 0.00081218
527.32 0.00078236
527.55 0.00076687
527.77 0.00074646
528 0.00073114
528.23 0.00072233
528.45 0.0007112
528.68 0.0007065
528.91 0.00070742
529.13 0.00069489
529.36 0.00069361
529.59 0.00069212
529.82 0.00069287
530.04 0.00069687
530.27 0.00069047
530.5 0.00069474
530.72 0.00069581
530.95 0.00069028
531.18 0.00069612
531.4 0.00069651
531.63 0.00069877
531.86 0.00070353
532.08 0.000713
532.31 0.00071561
532.54 0.00071984
532.77 0.000724
532.99 0.00072843
533.22 0.00072968
533.45 0.00073486
533.67 0.00073882
533.9 0.00073755
534.13 0.00073904
534.35 0.00074068
534.58 0.00073933
534.81 0.00074623
535.03 0.00074958
535.26 0.00075633
535.49 0.00075728
535.72 0.0007628
535.94 0.00076386
536.17 0.00076612
536.4 0.00076548
536.62 0.00075989
536.85 0.00075449
537.08 0.0007475
537.3 0.00074237
537.53 0.00073621
537.76 0.00072851
537.98 0.000717
538.21 0.00070675
538.44 0.00069858
538.66 0.00068928
538.89 0.00067591
539.12 0.00067116
539.35 0.00066389
539.57 0.00065783
539.8 0.00065426
540.03 0.00064737
540.25 0.00064568
540.48 0.00064184
540.71 0.0006402
540.93 0.0006325
541.16 0.00062962
541.39 0.00062903
541.61 0.00062494
541.84 0.00061933
542.07 0.00061659
542.3 0.00061287
542.52 0.00060763
542.75 0.00060644
542.98 0.00059987
543.2 0.00059367
543.43 0.00058762
543.66 0.000589
543.88 0.00058509
544.11 0.00058291
544.34 0.00057803
544.56 0.00057076
544.79 0.00056586
545.02 0.0005583
545.25 0.00055379
545.47 0.00055287
545.7 0.00055068
545.93 0.00055315
546.15 0.00055349
546.38 0.00055271
546.61 0.00055125
546.83 0.00054868
547.06 0.00054972
547.29 0.00055186
547.51 0.00055461
547.74 0.00055888
547.97 0.00056007
548.2 0.00056629
548.42 0.00056831
548.65 0.0005709
548.88 0.00057049
549.1 0.00057295
549.33 0.00057509
549.56 0.00058056
549.78 0.00058625
550.01 0.00059263
550.24 0.00060125
550.46 0.00060896
550.69 0.00061615
550.92 0.00062077
551.14 0.00062101
551.37 0.00062237
551.6 0.00061916
551.83 0.00061792
552.05 0.00062029
552.28 0.00061692
552.51 0.00061405
552.73 0.00061298
552.96 0.00061341
553.19 0.00060921
553.41 0.00060594
553.64 0.00060349
553.87 0.00059953
554.09 0.00059448
554.32 0.00059529
554.55 0.00059218
554.78 0.0005881
555 0.00059102
555.23 0.00059435
555.46 0.00059591
555.68 0.00059954
555.91 0.00059849
556.14 0.00060358
556.36 0.00060577
556.59 0.00061163
556.82 0.00060778
557.04 0.00060773
557.27 0.0006019
557.5 0.00060706
557.73 0.00060257
557.95 0.00060137
558.18 0.00059662
558.41 0.00058957
558.63 0.00058769
558.86 0.0005859
559.09 0.00058866
559.31 0.00058741
559.54 0.00059176
559.77 0.00059958
559.99 0.00059908
560.22 0.00060112
560.45 0.00060345
